session_id,client_id,visit_date,visit_time,visit_number,utm_source,utm_medium,utm_campaign,utm_adcontent,utm_keyword,device_category,device_os,device_brand,device_model,device_screen_resolution,device_browser,geo_country,geo_city
3161242445711211810.1641393213.1641393213,736034113.1635843362,2022-01-05,17:33:33,2,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x869,Chrome,Russia,Grozny
3163031767746984290.1641396579.1641396579,736450722.1641396578,2022-01-05,18:29:39,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Huawei,,360x780,Chrome,Russia,Moscow
3163982810945246054.1641370469.1641370469,736672154.1641370470,2022-01-05,11:14:29,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,414x736,Safari,Russia,Nizhny Novgorod
3164766161440430859.1641372427.1641372427,736854542.1641372427,2022-01-05,11:47:07,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,390x844,Safari,Russia,Moscow
3164766161440430859.1641379176.1641379176,736854542.1641372427,2022-01-05,13:39:36,2,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,390x844,Safari,Russia,Moscow
3165903099413186942.1641335166.1641335166,737119256.1641335166,2022-01-05,01:26:06,1,rWmSSvZNznxUBktyjDbQ,cpc,,,AVvPRmxGkByYacXPdbwX,mobile,iOS,Apple,,375x812,Safari,Russia,Saint Petersburg
3168765858324747387.1641354510.1641354510,737785794.1641354363,2022-01-05,06:48:30,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Samsung,,360x791,Chrome,Russia,Moscow
3170595892350026599.1641415530.1641415530,738211882.1641415527,2022-01-05,23:45:30,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Krasnodar
3171255040980907945.1641379754.1641379754,738365352.1641379753,2022-01-05,13:49:14,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Saratov
3170783281773120423.1641384871.1641384871,738255512.1641384871,2022-01-05,15:14:31,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Yekaterinburg
3171015308791336408.1641369047.1641369047,738309535.1641369048,2022-01-05,10:50:47,1,TBhfIrBcXoGGskDqdjcU,cpc,OdSDUpXsClhCgLOydIfS,vmpjxytvOioeqSlwNoAl,xvEIZVVxCumOVvFuirtC,desktop,Windows,,,1280x1024,Chrome,Russia,Kazan
3171015308791336408.1641369108.1641369108,738309535.1641369048,2022-01-05,10:51:48,2,TBhfIrBcXoGGskDqdjcU,cpc,,,xvEIZVVxCumOVvFuirtC,desktop,Windows,,,1280x1024,Chrome,Russia,Kazan
3172027087122144150.1641356182.1641356182,738545108.1641356182,2022-01-05,07:16:22,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x892,Samsung Internet,Russia,Krasnoyarsk
3172793420956943570.1641399505.1641399505,738723534.1641399506,2022-01-05,19:18:25,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,385x854,Chrome,Russia,Moscow
3173078314724848643.1641365988.1641365988,738789866.1638626307,2022-01-05,09:59:48,2,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,360x720,Chrome,Russia,Moscow
3173816233058730252.1641382159.1641382159,738961676.1641382156,2022-01-05,14:29:19,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,385x854,Chrome,Russia,Yekaterinburg
3174476391006927027.1641347254.1641347254,739115381.1641347251,2022-01-05,04:47:34,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,320x676,Chrome,Russia,Vladivostok
3175687902496930747.1641397189.1641397189,739397458.1641397179,2022-01-05,18:39:49,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x915,Chrome,Russia,Tula
3176634444569482590.1641387359.1641387359,739617842.1641387358,2022-01-05,15:55:59,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,320x640,Chrome,Russia,Rostov-on-Don
3176188300546625699.1641369765.1641369765,739513966.1641369763,2022-01-05,11:02:45,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,OPPO,,360x760,Chrome,Russia,Makhachkala
3177716720493519139.1641406757.1641406757,739869829.1641406755,2022-01-05,21:19:17,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,360x640,Chrome,Russia,Saint Petersburg
3176805886779048849.1641399185.1641399185,739657759.1641399185,2022-01-05,19:13:05,1,hqpYkWpkYefgduliaKcm,cpc,,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Android Webview,Russia,Moscow
3177524937299709430.1641401639.1641401639,739825176.1622265334,2022-01-05,19:53:59,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x846,Chrome,Russia,Krasnoyarsk
3180886140069995229.1641407199.1641407199,740607767.1641407197,2022-01-05,21:26:39,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,DOOGEE,,360x760,Chrome,Russia,Naberezhnye Chelny
3182054087706610557.1641352064.1641352064,740879701.1641352061,2022-01-05,06:07:44,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x740,Chrome,Russia,Yuzhno-Sakhalinsk
3182637258366075332.1641365956.1641365965,741015481.1641365956,2022-01-05,09:59:25,1,cmcShJXKZHuYlCvCpXZK,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x869,Samsung Internet,Russia,Moscow
3183958239982507519.1641403904.1641403904,741323046.1641403903,2022-01-05,20:31:44,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Novosibirsk
3185491852544830490.1641409563.1641409563,741680118.1641409562,2022-01-05,22:06:03,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Voronezh
3185540931136076280.1641363960.1641363960,741691545.1641363960,2022-01-05,09:26:00,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,414x896,Safari,Russia,Moscow
3185564785384435057.1641360753.1641360753,741697099.1641360753,2022-01-05,08:32:33,1,MfMDGXPFOzCQGtbPrwoC,cpm,mcSBgdVACUbfkKfDPuIc,LiNYBVUiyopIHcNgUppt,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,375x812,YaBrowser,Russia,Chelyabinsk
3185564785384435057.1641363534.1641363534,741697099.1641360753,2022-01-05,09:18:54,2,MfMDGXPFOzCQGtbPrwoC,cpm,mcSBgdVACUbfkKfDPuIc,LiNYBVUiyopIHcNgUppt,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,375x812,YaBrowser,Russia,Chelyabinsk
318685771845682759.1641352698.1641352698,74199813.1641367111,2022-01-05,06:18:18,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,320x640,Chrome,Russia,Krasnoyarsk
3186691381076034896.1641416017.1641416017,741959405.1641416016,2022-01-05,23:53:37,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,ZTE,,412x985,Chrome,Russia,Moscow
3187022351255850712.1641402072.1641402072,742036465.1641402072,2022-01-05,20:01:12,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,414x736,Safari,Russia,Moscow
3187703739227405791.1641374220.1641374220,742195113.1641381343,2022-01-05,12:17:00,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,360x760,Chrome,Russia,Yekaterinburg
3187942423444849947.1641333233.1641333233,742250686.1641284891,2022-01-05,00:53:53,4,byYafUVAppMExJfuTVzO,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Macintosh,,,768x1024,Safari,Russia,Sochi
3188896468825382958.1641390126.1641390126,742472817.1641390126,2022-01-05,16:42:06,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,428x926,Safari,Russia,Moscow
3189313381300750157.1641334607.1641334607,742569887.1641334605,2022-01-05,01:16:47,1,CVoLfHiSYnQlpfwfKDvK,cpc,sORFTBvqnhWCekwPSNpw,,YrIWiFqBTwgAEoPpyDbU,mobile,Android,Huawei,,320x694,Chrome,Russia,Saint Petersburg
3189545683196887350.1641333048.1641333048,742623974.1641333046,2022-01-05,00:50:48,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Sony,,480x854,Chrome,Russia,Krasnodar
319107408785153619.1641389651.1641389651,74297983.1641389651,2022-01-05,16:34:11,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,390x844,Safari,Russia,Nizhny Novgorod
3190587444694433642.1641365355.1641365355,742866528.1641365354,2022-01-05,09:49:15,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Samsung,,360x740,Chrome,Russia,Moscow
319082764262827897.1641408380.1641408380,74292245.1641408377,2022-01-05,21:46:20,1,hqpYkWpkYefgduliaKcm,cpa,ZSetXyxpNBNtqtGpTAqT,,,mobile,Android,Xiaomi,,393x851,Android Webview,Russia,Sochi
3191187752273388218.1641358010.1641358010,743006298.1641358010,2022-01-05,07:46:50,1,rWmSSvZNznxUBktyjDbQ,cpc,,,AVvPRmxGkByYacXPdbwX,mobile,Android,(not set),irgUsCCmRzqWmFVkhnsO,396x858,Firefox,Russia,Saint Petersburg
3191597560872928612.1641383269.1641383269,743101714.1641383268,2022-01-05,14:47:49,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Lyubertsy
3191597560872928612.1641387650.1641387650,743101714.1641383268,2022-01-05,16:00:50,2,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Lyubertsy
3192157568773764629.1641395732.1641395732,743232101.1641395733,2022-01-05,18:15:32,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x640,Chrome,Russia,Ufa
3195272012768801403.1641345659.1641345659,743957239.1641345659,2022-01-05,04:20:59,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,tablet,Android,Samsung,,1280x804,Chrome,Russia,Moscow
3196010579640030650.1641387450.1641387450,744129200.1641387450,2022-01-05,15:57:30,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Macintosh,,,834x1112,Safari,Russia,Moscow
319636754914471951.1641410576.1641410576,74421231.1641410575,2022-01-05,22:22:56,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x640,Chrome,Russia,Ulyanovsk
3200136136245984059.1641364283.1641364283,745089756.1641364283,2022-01-05,09:31:23,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,414x736,Safari,Russia,Yekaterinburg
3202002183571914168.1641410337.1641410337,745524229.1641299384,2022-01-05,22:18:57,9,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1920x1080,Chrome,Russia,Saint Petersburg
3202002183571914168.1641346809.1641346809,745524229.1641299384,2022-01-05,04:40:09,4,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1920x1080,Chrome,Russia,Saint Petersburg
3202002183571914168.1641351468.1641351468,745524229.1641299384,2022-01-05,05:57:48,5,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1920x1080,Chrome,Russia,Saint Petersburg
3202112452562382126.1641409837.1641409837,745549903.1641409838,2022-01-05,22:10:37,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,(not set),irgUsCCmRzqWmFVkhnsO,360x800,Chrome,Russia,Moscow
3202002183571914168.1641359637.1641359637,745524229.1641299384,2022-01-05,08:13:57,6,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1920x1080,Chrome,Russia,Saint Petersburg
3202002183571914168.1641388092.1641388092,745524229.1641299384,2022-01-05,16:08:12,7,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1920x1080,Chrome,Russia,Saint Petersburg
3202002183571914168.1641391502.1641391502,745524229.1641299384,2022-01-05,17:05:02,8,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Windows,,,1920x1080,Chrome,Russia,Saint Petersburg
320246206478765002.1641368522.1641368522,74563130.1641368522,2022-01-05,10:42:02,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x830,Chrome,Russia,Saint Petersburg
3202650307021885668.1641402599.1641402599,745675132.1641402596,2022-01-05,20:09:59,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Moscow
3203446877426320987.1641335142.1641335142,745860598.1641317979,2022-01-05,01:25:42,4,nJJSjlhlMgBlpwRFaohT,referral,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,414x896,Safari,Russia,Moscow
3203907753187029159.1641361576.1641361576,745967904.1641361575,2022-01-05,08:46:16,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Linux,,,1920x1080,Chrome,Russia,Abakan
3205513156127739187.1641401653.1641401653,746341691.1641401651,2022-01-05,19:54:13,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,384x854,Chrome,Russia,Moscow
3206496123817870422.1641333847.1641333847,746570556.1641333846,2022-01-05,01:04:07,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Samara
3208387004644795605.1641358549.1641358549,747010811.1641358549,2022-01-05,07:55:49,1,CVoLfHiSYnQlpfwfKDvK,cpc,sORFTBvqnhWCekwPSNpw,,AXAskEMAunRZEKqicGVJ,mobile,iOS,Apple,,390x844,YaBrowser,Russia,Moscow
3210430970991035240.1641366378.1641366378,747486709.1641366376,2022-01-05,10:06:18,1,rCwevFuOxpUDnVyFySMx,cpc,UdWbkgypzlAKtkKKMZsE,YrIWiFqBTwgAEoPpyDbU,SPIBvHuSExLqgouXsmpP,mobile,Android,Huawei,,360x791,Chrome,Russia,Moscow
3213288082020627733.1641411861.1641411861,748151932.1641411861,2022-01-05,22:44:21,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,tablet,iOS,Apple,,375x667,Safari,Russia,Dedovsk
3214715634660467720.1641341961.1641341961,748484310.1641341960,2022-01-05,03:19:21,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Moscow
3215040145209474532.1641332197.1641332197,748559866.1641332196,2022-01-05,00:36:37,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x760,Chrome,Russia,Moscow
3215040145209474532.1641332208.1641332208,748559866.1641332196,2022-01-05,00:36:48,2,TBhfIrBcXoGGskDqdjcU,organic,XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhuVXCTJUYBhpoMLNrrC,mobile,Android,Samsung,,360x760,Chrome,Russia,Moscow
3215040145209474532.1641332796.1641332806,748559866.1641332196,2022-01-05,00:46:46,3,cmcShJXKZHuYlCvCpXZK,referral,yhWEanrxDSAcPHHkrasG,WIOzdJfwNfayjurbvIlV,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x760,Chrome,Russia,Moscow
3215102615508777676.1641367312.1641367312,748574411.1641315020,2022-01-05,10:21:52,2,CVoLfHiSYnQlpfwfKDvK,cpc,sORFTBvqnhWCekwPSNpw,,KDklTTADwNYbmTbaMvOf,mobile,Android,Huawei,,360x771,Chrome,Russia,Moscow
3215599057893707079.1641401675.1641401675,748689998.1641401671,2022-01-05,19:54:35,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x740,Chrome,Russia,Pyatigorsk
321564482265725071.1641330832.1641330832,74870065.1641330831,2022-01-05,00:13:52,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,desktop,Macintosh,,,414x736,Safari,Russia,Saint Petersburg
3217306118415302261.1641397876.1641397876,749087454.1641397877,2022-01-05,18:51:16,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,360x780,Chrome,Russia,Ulyanovsk
3219612996889585505.1641391969.1641391969,749624566.1641391969,2022-01-05,17:12:49,1,kVGXyneGKJVfHKWnWbEr,(none),XOywtQLVBIVeKsBULENc,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,375x812,Safari,Russia,Saint Petersburg
3220009894809168165.1641381703.1641381703,749716976.1633151269,2022-01-05,14:21:43,2,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,320x658,Chrome,Russia,Obninsk
3222627681679312494.1641416295.1641416295,750326477.1641416302,2022-01-05,23:58:15,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,385x854,Chrome,Russia,Moscow
3222980899785273878.1641362294.1641362294,750408717.1636954646,2022-01-05,08:58:14,3,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,412x732,YaBrowser,Russia,Orenburg
3223251306635652714.1641344625.1641344625,750471676.1641344618,2022-01-05,04:03:45,1,rWmSSvZNznxUBktyjDbQ,cpc,,,ypWMxuojrllffDylbZap,mobile,Android,Samsung,,412x869,Samsung Internet,Russia,Saint Petersburg
3223251306635652714.1641374851.1641374851,750471676.1641344618,2022-01-05,12:27:31,2,rWmSSvZNznxUBktyjDbQ,cpc,,,ypWMxuojrllffDylbZap,mobile,Android,Samsung,,412x869,Samsung Internet,Russia,Saint Petersburg
3223387225170770582.1641413269.1641413269,750503322.1641413270,2022-01-05,23:07:49,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,390x844,Safari,Russia,Moscow
3224942896685113505.1641406629.1641406629,750865530.1641406625,2022-01-05,21:17:09,1,hqpYkWpkYefgduliaKcm,cpa,ZSetXyxpNBNtqtGpTAqT,,,mobile,Android,Samsung,,412x915,Android Webview,Russia,Ufa
3224615989544352837.1641413706.1641413706,750789416.1641413701,2022-01-05,23:15:06,1,hqpYkWpkYefgduliaKcm,cpc,,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x800,Android Webview,Russia,Saint Petersburg
3224650246203507818.1641415787.1641415787,750797392.1641415786,2022-01-05,23:49:47,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x800,Chrome,Russia,Tula
3225704377206765759.1641347258.1641347258,751042826.1641347263,2022-01-05,04:47:38,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Umidigi,,360x780,Chrome,Russia,Grozny
32257177424340444.1641391582.1641391582,7510459.1641391580,2022-01-05,17:06:22,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Huawei,,320x694,Chrome,Russia,Krasnoyarsk
3226509421581799198.1641385788.1641385788,751230265.1641385758,2022-01-05,15:29:48,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Moscow
3229202129853168610.1641364454.1641364454,751857210.1641364450,2022-01-05,09:34:14,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Samsung,,360x740,Chrome,Russia,Kazan
3228906120707174745.1641410907.1641410907,751788290.1641410905,2022-01-05,22:28:27,1,sORFTBvqnhWCekwPSNpw,banner,UbsMmmrDEFnwCqrzceMX,vmpjxytvOioeqSlwNoAl,BhUZBJUdmsWLEISSdxTa,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Yekaterinburg
3232276287055056761.1641402233.1641402233,752572968.1641402233,2022-01-05,20:03:53,1,sORFTBvqnhWCekwPSNpw,banner,EtfLrwPWorOxUtcoUEYQ,XuLWchPRHivTUPkStLhY,BhUZBJUdmsWLEISSdxTa,mobile,iOS,Apple,,414x896,Safari,Russia,Moscow
